epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
277,8518.95,0.91086,0.43806,0.01922,0.96788,0.95905,0.9905,0.76366,0.92431,0.45128,0.02006,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,8548.01,0.90888,0.43594,0.01913,0.96791,0.95905,0.99056,0.76404,0.92406,0.45071,0.02005,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,8576.99,0.908,0.43568,0.01907,0.96357,0.96448,0.99049,0.7639,0.92384,0.45054,0.02005,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,8605.87,0.90663,0.43433,0.01903,0.96398,0.96481,0.99057,0.76468,0.92377,0.45042,0.02005,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,8634.7,0.90025,0.43001,0.01883,0.96274,0.96673,0.99059,0.76462,0.92389,0.44995,0.02005,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,8663.47,0.89981,0.4287,0.01892,0.96367,0.96737,0.99063,0.76483,0.92373,0.44959,0.02005,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,8692.28,0.89179,0.42619,0.0188,0.9628,0.96737,0.99066,0.76555,0.92392,0.44964,0.02005,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,8721.09,0.88776,0.42237,0.01859,0.96307,0.96778,0.9907,0.76579,0.92373,0.44948,0.02004,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,8749.97,0.88403,0.42064,0.01848,0.96309,0.96821,0.99069,0.7666,0.92296,0.44938,0.02002,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,8778.98,0.88192,0.42117,0.01843,0.96429,0.96756,0.99076,0.76722,0.92278,0.44921,0.02001,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,8808.15,0.8778,0.41694,0.0184,0.96369,0.96778,0.99074,0.76759,0.92195,0.44845,0.01999,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,8837.5,0.87972,0.41619,0.01836,0.9637,0.96819,0.99077,0.76713,0.92132,0.44774,0.01998,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,8866.79,0.87898,0.41183,0.01836,0.96309,0.9682,0.99077,0.76712,0.92085,0.44706,0.01996,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,8895.89,0.87205,0.41239,0.01815,0.96342,0.96801,0.99085,0.76797,0.92007,0.44651,0.01994,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,8924.82,0.86935,0.40974,0.01822,0.96393,0.96801,0.99113,0.76855,0.91966,0.44585,0.01993,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,8953.7,0.86668,0.40732,0.01815,0.96409,0.96801,0.99115,0.76825,0.9193,0.44519,0.01991,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,8982.54,0.86799,0.40775,0.01813,0.96432,0.96846,0.99116,0.76915,0.91837,0.44459,0.01988,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,9011.41,0.86047,0.40522,0.01787,0.96269,0.96865,0.99118,0.76926,0.91758,0.44396,0.01986,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,9040.35,0.85512,0.40206,0.01788,0.96276,0.96929,0.99118,0.7687,0.9164,0.44329,0.01984,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,9069.56,0.85033,0.40042,0.01763,0.96332,0.96929,0.9912,0.76887,0.91557,0.4427,0.01981,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,9098.81,0.85156,0.39694,0.01775,0.96285,0.96929,0.99121,0.769,0.91457,0.44189,0.01979,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,9127.75,0.85052,0.39911,0.01765,0.9637,0.96929,0.99123,0.76953,0.91372,0.44101,0.01977,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,9156.44,0.85191,0.39946,0.0177,0.96485,0.96929,0.99128,0.76964,0.91312,0.44001,0.01976,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,9185.5,0.8448,0.39635,0.01764,0.96447,0.96929,0.99135,0.76961,0.91247,0.43895,0.01974,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
